id_fato,id_cliente,id_produto,id_tempo,valor_fatura,valor_pago,inadimplente,score_risco,prob_default_real
157,157,157,8,7957,7049,0,850,0.1226
158,158,158,14,32577,14972,0,850,0.1652
159,159,159,4,2460,1846,0,850,0.2332
160,160,160,11,43319,43913,0,850,0.1615
161,161,161,17,5301,5286,0,850,0.2244
162,162,162,8,5525,6126,0,850,0.1591
163,163,163,21,12167,13514,0,850,0.1468
164,164,164,1,12729,2076,1,561,0.2668
165,165,165,18,11606,11020,0,850,0.1527
166,166,166,5,66263,58722,0,850,0.1968
167,167,167,8,7253,7958,0,850,0.1897
168,168,168,8,13267,6170,0,850,0.116
169,169,169,9,5316,5134,0,850,0.1962
170,170,170,18,5444,3707,0,807,0.2652
171,171,171,7,22069,14456,0,792,0.2962
172,172,172,10,15304,5084,0,850,0.2173
173,173,173,21,5212,158,1,638,0.2408
174,174,174,16,16376,14872,0,809,0.2203
175,175,175,3,64707,53812,0,850,0.169
176,176,176,10,12372,6508,0,825,0.2078
177,177,177,8,13324,11893,0,833,0.266
178,178,178,18,5124,351,1,627,0.2129
179,179,179,4,12987,5804,0,802,0.1963
180,180,180,12,9081,10764,0,850,0.1175
181,181,181,21,1175,804,0,850,0.2481
182,182,182,5,8018,9464,0,805,0.2704
183,183,183,4,6747,706,1,597,0.256
184,184,184,19,9746,5766,0,850,0.1689
185,185,185,19,22118,2996,1,704,0.1928
186,186,186,5,43448,24396,0,850,0.1875
187,187,187,15,31514,18949,0,832,0.2485
188,188,188,12,4575,4034,0,850,0.2208
189,189,189,13,32365,4897,1,601,0.238
190,190,190,6,63880,74795,0,850,0.2637
191,191,191,17,8633,8561,0,850,0.2057
192,192,192,20,33510,5308,1,630,0.2331
193,193,193,10,2421,79,1,623,0.1804
194,194,194,14,6966,5105,0,812,0.279
195,195,195,15,59337,5936,1,635,0.2026
196,196,196,10,132829,15676,1,677,0.1838
197,197,197,6,24081,22648,0,850,0.2138
198,198,198,16,40829,43636,0,850,0.1803
199,199,199,2,10200,6035,0,850,0.1857
200,200,200,10,35343,26840,0,819,0.2558
201,201,201,5,43128,37003,0,808,0.2439
202,202,202,9,20327,1058,1,630,0.2167
203,203,203,19,12631,4384,0,850,0.1811
204,204,204,19,2490,1830,0,850,0.1822
205,205,205,9,6841,7033,0,850,0.2332
206,206,206,16,19982,20423,0,811,0.2995
207,207,207,19,5460,4130,0,850,0.1985
208,208,208,20,42196,48825,0,850,0.1908
209,209,209,4,13126,352,1,697,0.1979
210,210,210,5,6734,6488,0,850,0.104
211,211,211,18,23902,18262,0,850,0.1666
212,212,212,8,3335,2773,0,850,0.1467
213,213,213,13,8885,4450,0,849,0.1806
214,214,214,9,56523,44040,0,850,0.1568
215,215,215,10,8955,6925,0,832,0.1996
216,216,216,4,17363,8377,0,850,0.1553
217,217,217,19,10373,11991,0,850,0.2139
218,218,218,4,26123,13591,0,840,0.1929
219,219,219,13,18369,7233,0,792,0.248
220,220,220,23,35219,25368,0,850,0.2344
221,221,221,17,42638,39118,0,811,0.1314
222,222,222,11,12727,6053,0,850,0.271
223,223,223,2,21182,9841,0,816,0.2422
224,224,224,5,17609,9426,0,836,0.2733
225,225,225,13,15736,9008,0,844,0.2034
226,226,226,22,7327,3821,0,850,0.176
227,227,227,3,5819,4210,0,850,0.2157
228,228,228,19,42202,6007,1,649,0.2514
229,229,229,23,24432,3932,1,641,0.2112
230,230,230,19,23521,22496,0,824,0.1588
231,231,231,16,4689,335,1,619,0.2916
232,232,232,16,10440,6517,0,850,0.2122
233,233,233,3,15579,4820,0,850,0.1844
234,234,234,23,17242,2603,1,672,0.2083
235,235,235,9,14905,15487,0,850,0.1085
236,236,236,19,20553,12461,0,850,0.1654
237,237,237,24,6179,7212,0,850,0.2476
238,238,238,1,13951,1895,1,668,0.2556
239,239,239,14,15756,2115,1,606,0.2095
240,240,240,24,31289,31968,0,798,0.2039
241,241,241,11,12394,14683,0,850,0.2455
242,242,242,18,23658,2950,1,702,0.2206
243,243,243,20,9508,3878,0,850,0.168
244,244,244,7,13126,10116,0,850,0.1872
245,245,245,6,33818,28156,0,790,0.3074
246,246,246,12,16157,18798,0,850,0.2314
247,247,247,24,26435,17778,0,781,0.2819
248,248,248,2,11271,4302,0,850,0.2367
249,249,249,13,20585,18235,0,838,0.1734
250,250,250,20,9348,2982,0,850,0.2057
251,251,251,1,84344,57596,0,850,0.2082
252,252,252,23,6186,4136,0,850,0.1532
253,253,253,15,43039,22782,0,850,0.1066
254,254,254,20,75192,87815,0,836,0.1828
255,255,255,8,14216,9426,0,809,0.2375
256,256,256,18,25990,28725,0,829,0.2336
257,257,257,15,6589,5031,0,850,0.1698
258,258,258,8,11062,11487,0,821,0.264
259,259,259,2,41669,4684,1,650,0.2449
260,260,260,11,51235,61091,0,850,0.1549
261,261,261,8,5567,4876,0,850,0.2222
262,262,262,13,10882,4791,0,850,0.2204
263,263,263,1,7276,2224,0,850,0.2778
264,264,264,18,23076,1811,1,647,0.2481
265,265,265,5,35592,32677,0,850,0.1961
266,266,266,1,32597,12897,0,850,0.2587
267,267,267,12,15524,15044,0,850,0.1599
268,268,268,5,11267,1286,1,600,0.292
269,269,269,21,51029,52473,0,850,0.1973
270,270,270,16,19849,16850,0,850,0.2114
271,271,271,23,29661,12199,0,844,0.1587
272,272,272,18,19361,7044,0,850,0.2398
273,273,273,2,18841,2250,1,654,0.1464
274,274,274,15,33592,38402,0,827,0.211
275,275,275,22,36423,29435,0,850,0.2669
276,276,276,11,41701,41000,0,850,0.2455
277,277,277,10,27273,19705,0,850,0.1796
278,278,278,3,41329,26685,0,850,0.2056
279,279,279,13,19731,20519,0,839,0.2082
280,280,280,13,16764,12020,0,818,0.2499
281,281,281,24,17149,7329,0,809,0.1832
282,282,282,3,23175,12678,0,850,0.1551
283,283,283,10,20506,16512,0,850,0.1296
284,284,284,4,9336,6183,0,770,0.2765
285,285,285,14,21590,13596,0,850,0.1398
286,286,286,23,9300,8387,0,846,0.2785
287,287,287,17,57508,50186,0,850,0.184
288,288,288,1,3559,2073,0,836,0.1682
289,289,289,15,8582,5350,0,803,0.2596
290,290,290,22,40606,39666,0,842,0.2361
291,291,291,21,48567,5400,1,571,0.2711
292,292,292,2,16130,9545,0,768,0.2845
293,293,293,18,26808,15084,0,830,0.238
294,294,294,7,4618,2487,0,850,0.2091
295,295,295,22,15514,6630,0,850,0.1691
296,296,296,13,33949,910,1,625,0.2405
297,297,297,24,32522,24859,0,838,0.2347
298,298,298,3,22842,17901,0,849,0.1755
299,299,299,3,5667,5224,0,850,0.1553
300,300,300,13,5739,1993,0,850,0.1937
301,301,301,21,2929,2358,0,845,0.2485
302,302,302,4,87426,46291,0,850,0.1857
303,303,303,16,38017,19586,0,850,0.1534
304,304,304,8,13773,13921,0,850,0.1968
305,305,305,22,25776,11293,0,812,0.2687
306,306,306,8,13354,7961,0,850,0.2324
307,307,307,16,59905,52349,0,812,0.1634
308,308,308,23,5134,605,1,640,0.2928
309,309,309,2,7853,1239,1,644,0.1982
310,310,310,9,9439,3448,0,850,0.1974
311,311,311,13,9536,8485,0,794,0.2445
312,312,312,22,21908,4238,1,608,0.1971
313,313,313,22,24651,29547,0,835,0.2072
314,314,314,12,14932,1098,1,634,0.2094
315,315,315,2,17445,10753,0,850,0.1418
316,316,316,9,29148,15087,0,850,0.2316
317,317,317,1,41206,16020,0,844,0.1585
318,318,318,6,30327,17991,0,848,0.194
319,319,319,24,30062,16509,0,850,0.1762
320,320,320,2,16085,13175,0,850,0.2223
321,321,321,3,13966,8825,0,850,0.212
322,322,322,15,38623,19635,0,850,0.1613
323,323,323,7,4220,3592,0,850,0.2188
324,324,324,13,37570,22194,0,850,0.1078
325,325,325,16,36452,22537,0,850,0.2522
326,326,326,13,23682,19859,0,848,0.2293
327,327,327,12,27522,11184,0,844,0.1761
328,328,328,17,2668,2659,0,847,0.2421
329,329,329,21,3970,4640,0,850,0.215
330,330,330,11,84288,62520,0,828,0.1999
331,331,331,22,27475,22086,0,850,0.2175
332,332,332,7,4741,685,1,558,0.2686
333,333,333,13,27754,32223,0,850,0.2145
334,334,334,10,29946,12566,0,848,0.21
335,335,335,10,11458,11826,0,833,0.1784
336,336,336,13,17293,15310,0,850,0.2414
337,337,337,23,9409,9525,0,833,0.2127
338,338,338,19,43848,62,1,634,0.2144
339,339,339,23,57540,42955,0,850,0.197
340,340,340,17,34697,19412,0,827,0.233
341,341,341,20,11247,11264,0,850,0.2466
342,342,342,7,72183,76522,0,850,0.1664
343,343,343,23,18779,17232,0,850,0.1809
344,344,344,4,33800,35966,0,850,0.204
345,345,345,17,13241,2103,1,594,0.2489
346,346,346,24,23456,27249,0,844,0.2102
347,347,347,4,19552,15907,0,847,0.2882
348,348,348,18,28454,18279,0,823,0.2307
349,349,349,20,4625,4220,0,845,0.2637
350,350,350,8,104392,37811,0,850,0.1815
351,351,351,8,8242,6169,0,850,0.1789
352,352,352,21,132678,132155,0,850,0.1478
353,353,353,16,18137,8199,0,829,0.179
354,354,354,15,19233,913,1,650,0.2209
355,355,355,18,5298,3259,0,821,0.2689
356,356,356,23,13894,518,1,670,0.2252
357,357,357,19,28277,25041,0,844,0.268
358,358,358,6,6772,5063,0,838,0.2467
359,359,359,9,28783,29289,0,850,0.1979
360,360,360,16,97973,34492,0,758,0.2784
361,361,361,21,6883,4876,0,833,0.2457
362,362,362,9,9762,3051,0,850,0.163
363,363,363,20,9495,4735,0,843,0.2723
364,364,364,17,25954,25897,0,850,0.1732
365,365,365,4,2502,989,0,850,0.1934
366,366,366,15,13267,2008,1,605,0.2526
367,367,367,11,110037,72766,0,835,0.1604
368,368,368,14,15826,15814,0,850,0.2133
369,369,369,17,5433,4749,0,850,0.214
370,370,370,13,58379,58587,0,833,0.2604
371,371,371,9,9085,3130,0,850,0.1876
372,372,372,24,6627,146,1,637,0.1725
373,373,373,16,2852,2019,0,798,0.2159
374,374,374,8,27857,30821,0,818,0.1697
375,375,375,14,18511,17837,0,850,0.1404
376,376,376,15,3524,2403,0,840,0.219
377,377,377,7,63025,50323,0,816,0.2273
378,378,378,11,23726,16189,0,850,0.2296
379,379,379,3,4354,3034,0,801,0.1605
380,380,380,7,5405,4705,0,850,0.2156
381,381,381,22,40415,20000,0,850,0.2152
382,382,382,5,27499,16495,0,850,0.2068
383,383,383,9,119294,65759,0,759,0.2308
384,384,384,20,15531,15852,0,850,0.208
385,385,385,19,14247,16351,0,781,0.2644
386,386,386,13,10330,886,1,669,0.1837
387,387,387,19,3704,1368,0,850,0.2561
388,388,388,16,36125,13879,0,836,0.1439
389,389,389,2,35364,1148,1,671,0.1795
390,390,390,1,27488,18017,0,850,0.2344
391,391,391,3,19132,8256,0,850,0.2157
392,392,392,24,17975,2756,1,700,0.1716
393,393,393,12,3400,150,1,652,0.2653
394,394,394,6,8246,3283,0,838,0.2014
395,395,395,2,36310,14119,0,850,0.1657
396,396,396,24,78006,54710,0,835,0.1912
397,397,397,16,43731,7627,1,569,0.2405
398,398,398,5,15253,844,1,667,0.1664
399,399,399,12,30358,1793,1,694,0.2194
400,400,400,4,5546,6254,0,802,0.1425
401,401,401,14,6136,4154,0,805,0.2773
402,402,402,17,25482,21735,0,833,0.2385
403,403,403,12,3658,3768,0,850,0.2179
404,404,404,13,9349,5353,0,850,0.215
405,405,405,17,19845,15096,0,850,0.2209
406,406,406,20,26473,4544,1,717,0.1593
407,407,407,15,15247,1226,1,623,0.2561
408,408,408,9,27992,17865,0,786,0.2408
409,409,409,10,16868,226,1,724,0.184
410,410,410,6,4560,1808,0,850,0.1968
411,411,411,17,71085,46813,0,849,0.2347
412,412,412,12,30242,32759,0,850,0.2234
413,413,413,24,173982,198922,0,840,0.246
414,414,414,9,72745,37649,0,847,0.1324
415,415,415,2,22508,816,1,700,0.2047
416,416,416,16,8367,2582,0,850,0.2382
417,417,417,16,19157,7739,0,850,0.1313
418,418,418,22,6333,3866,0,850,0.2145
419,419,419,23,24978,22894,0,822,0.1644
420,420,420,1,18775,10570,0,850,0.209
421,421,421,21,17650,1303,1,572,0.1634
422,422,422,11,8305,7954,0,846,0.1204
423,423,423,21,69113,9262,1,668,0.216
424,424,424,3,19255,14773,0,850,0.1771
425,425,425,2,7392,4386,0,850,0.167
426,426,426,14,8899,7579,0,850,0.1355
427,427,427,1,26826,29554,0,850,0.2212
428,428,428,6,54476,43492,0,846,0.1841
429,429,429,7,20593,17066,0,847,0.2228
430,430,430,2,64747,41192,0,850,0.2363
431,431,431,2,2830,183,1,667,0.2625
432,432,432,15,15865,10878,0,809,0.2469
433,433,433,21,40935,6030,1,615,0.2701
434,434,434,5,4851,4425,0,850,0.1924
435,435,435,13,7109,5269,0,850,0.1641
436,436,436,19,14274,12258,0,820,0.2321
437,437,437,19,16634,374,1,667,0.1593
438,438,438,15,89276,100092,0,821,0.2519
439,439,439,1,33364,3839,1,661,0.2733
440,440,440,3,34964,38454,0,816,0.1869
441,441,441,18,18416,16935,0,850,0.2538
442,442,442,17,57286,23772,0,850,0.1764
443,443,443,21,38558,24473,0,835,0.243
444,444,444,8,23596,16344,0,850,0.1919
445,445,445,11,15924,5965,0,849,0.2349
446,446,446,20,31082,24827,0,850,0.1608
447,447,447,8,17082,419,1,649,0.1753
448,448,448,21,23403,16670,0,845,0.2448
449,449,449,6,2623,343,1,609,0.2895
450,450,450,6,15852,12198,0,850,0.3041
451,451,451,6,52735,55982,0,850,0.1847
452,452,452,2,8084,8105,0,811,0.2301
453,453,453,10,15500,16828,0,850,0.2727
454,454,454,10,47459,38684,0,850,0.1634
455,455,455,9,18495,15798,0,816,0.2881
456,456,456,23,22407,15403,0,850,0.2146
457,457,457,3,24248,22926,0,850,0.1874
458,458,458,2,12127,5874,0,850,0.2515
459,459,459,4,21157,15395,0,850,0.2076
460,460,460,8,74363,12808,1,633,0.2224
461,461,461,9,30246,30248,0,850,0.1152
462,462,462,2,55115,28833,0,850,0.1808
463,463,463,16,16069,7446,0,850,0.2011
464,464,464,6,50559,28296,0,791,0.1721
465,465,465,8,26534,2938,1,743,0.2141
466,466,466,3,31200,5189,1,680,0.2228
467,467,467,11,11481,13292,0,850,0.1895
468,468,468,20,13491,16126,0,850,0.1867
469,469,469,5,12814,12879,0,850,0.2087
470,470,470,12,33083,32566,0,808,0.2543
471,471,471,23,40986,47460,0,818,0.2455
472,472,472,11,35376,19862,0,850,0.2418
473,473,473,5,11873,4940,0,825,0.272
474,474,474,20,12055,12546,0,844,0.1388
475,475,475,20,51887,23548,0,782,0.2044
476,476,476,21,9471,3228,0,850,0.2268
477,477,477,3,85630,40829,0,846,0.1569
478,478,478,9,3689,2560,0,850,0.2264
479,479,479,18,17859,13315,0,850,0.1055
480,480,480,12,48053,17118,0,850,0.1429
481,481,481,23,7325,454,1,698,0.1878
482,482,482,4,7330,6185,0,831,0.224
483,483,483,24,25510,29046,0,759,0.3203
484,484,484,7,29152,4882,1,570,0.2573
485,485,485,24,5537,2712,0,818,0.2165
486,486,486,20,14080,9158,0,850,0.2708
487,487,487,11,27106,32128,0,850,0.2097
488,488,488,2,4835,537,1,651,0.2268
489,489,489,23,59679,20259,0,850,0.1418
490,490,490,12,12872,6938,0,807,0.1946
491,491,491,9,23363,18748,0,850,0.2155
492,492,492,6,13823,457,1,632,0.1343
493,493,493,7,18348,18289,0,759,0.2353
494,494,494,6,19648,1010,1,639,0.2437
495,495,495,18,47155,37889,0,850,0.1474
496,496,496,13,15064,8898,0,837,0.1683
497,497,497,9,14486,1746,1,616,0.2565
498,498,498,21,32180,27482,0,829,0.2129
499,499,499,19,7024,3240,0,850,0.2514
500,500,500,4,9775,9406,0,807,0.2383
501,501,501,4,5771,3772,0,850,0.1824
502,502,502,13,7072,6846,0,850,0.1522
503,503,503,11,55568,6980,1,592,0.2291
504,504,504,21,40259,35865,0,850,0.1921
505,505,505,2,4583,887,1,649,0.2104
506,506,506,6,73497,32564,0,843,0.2247
507,507,507,12,13506,14883,0,850,0.229
508,508,508,23,10085,7214,0,850,0.248
509,509,509,8,16512,12500,0,850,0.216
510,510,510,5,50389,56275,0,850,0.2235
511,511,511,24,11222,1983,1,634,0.202
512,512,512,24,23252,2359,1,662,0.2165
513,513,513,20,67355,33661,0,804,0.1849
514,514,514,23,20149,7523,0,833,0.2163
515,515,515,9,17682,10927,0,824,0.2072
516,516,516,4,31941,3755,1,651,0.1572
517,517,517,9,68747,48270,0,822,0.1907
518,518,518,12,2685,1211,0,808,0.2746
519,519,519,4,18242,1900,1,667,0.2125
520,520,520,17,31252,16796,0,850,0.1487
521,521,521,20,21325,24566,0,823,0.2762
522,522,522,2,91826,75267,0,850,0.1559
523,523,523,22,36548,43297,0,828,0.2293
524,524,524,13,22496,7620,0,850,0.1668
525,525,525,15,20843,1758,1,684,0.2163
526,526,526,8,15802,11525,0,847,0.2455
527,527,527,6,167061,179724,0,850,0.2148
528,528,528,9,105299,81287,0,850,0.1698
529,529,529,22,33347,36300,0,850,0.1751
530,530,530,11,12762,5328,0,798,0.2494
531,531,531,23,35496,32989,0,850,0.1931
532,532,532,12,27335,4565,1,730,0.2435
533,533,533,21,3482,2752,0,808,0.1907
534,534,534,24,23835,15840,0,850,0.2592
535,535,535,2,32415,5928,1,597,0.2303
536,536,536,2,4289,3410,0,830,0.1885
537,537,537,11,51008,27817,0,847,0.2133
538,538,538,8,88161,12660,1,669,0.2207
539,539,539,6,20589,13341,0,795,0.2303
540,540,540,18,44812,34110,0,845,0.2232
541,541,541,22,10877,8241,0,814,0.1566
542,542,542,11,46285,31613,0,833,0.2246
543,543,543,24,25928,15417,0,776,0.2176
544,544,544,6,27254,16773,0,845,0.1346
545,545,545,9,11032,447,1,570,0.3265
546,546,546,22,46219,37988,0,839,0.2411
547,547,547,14,55295,58883,0,850,0.1921
548,548,548,19,4777,5215,0,850,0.2238
549,549,549,21,4571,5459,0,850,0.2059
550,550,550,6,40979,15569,0,850,0.2068
551,551,551,20,21003,10350,0,850,0.1797
552,552,552,19,10510,1995,1,682,0.2213
553,553,553,10,44524,39213,0,850,0.1279
554,554,554,14,5092,2141,0,850,0.1792
555,555,555,5,2364,2051,0,828,0.2068
556,556,556,12,2239,37,1,642,0.2317
557,557,557,19,14731,17105,0,835,0.199
558,558,558,2,14744,580,1,656,0.2354
559,559,559,15,3002,1098,0,850,0.2053
560,560,560,6,31873,12143,0,807,0.2774
561,561,561,8,24498,16544,0,766,0.2235
562,562,562,14,36004,11072,0,850,0.1109
563,563,563,3,19749,7602,0,850,0.1506
564,564,564,6,9794,11158,0,843,0.228
565,565,565,11,3123,3164,0,850,0.1438
566,566,566,9,55525,50274,0,850,0.1954
567,567,567,17,9671,10127,0,848,0.2479
568,568,568,19,2620,1375,0,836,0.2278
569,569,569,2,22910,21833,0,838,0.276
570,570,570,8,12095,10329,0,850,0.1945
571,571,571,10,17942,19086,0,850,0.1835
572,572,572,22,38320,21245,0,833,0.1701
573,573,573,3,4689,4629,0,831,0.2297
574,574,574,10,29740,31744,0,850,0.1922
575,575,575,24,20257,16086,0,850,0.1544
576,576,576,23,10498,7058,0,850,0.2779
577,577,577,2,29523,34063,0,842,0.174
578,578,578,7,6936,3135,0,849,0.158
579,579,579,1,227367,75632,0,825,0.1972
580,580,580,24,6922,3192,0,825,0.1798
581,581,581,12,38800,35506,0,850,0.1938
582,582,582,5,16568,16734,0,848,0.2009
583,583,583,9,8015,1358,1,673,0.1672
584,584,584,12,20260,256,1,648,0.1352
585,585,585,11,11832,13853,0,850,0.2074
586,586,586,12,43879,3625,1,724,0.1727
587,587,587,3,88407,104600,0,850,0.2198
588,588,588,12,26455,29796,0,805,0.2383
589,589,589,23,9267,6175,0,850,0.1602
590,590,590,24,39629,17631,0,839,0.211
591,591,591,1,38848,14795,0,850,0.1828
592,592,592,6,17470,13597,0,850,0.2046
593,593,593,11,9303,9181,0,850,0.2203
594,594,594,2,6584,488,1,701,0.2047
595,595,595,8,26643,15623,0,850,0.1784
596,596,596,22,15878,13773,0,850,0.2077
597,597,597,11,4457,3185,0,803,0.1993
598,598,598,12,22828,19254,0,835,0.2184
599,599,599,19,45222,2106,1,661,0.1995
600,600,600,20,5334,3427,0,850,0.2032
601,601,601,23,39522,39813,0,850,0.1488
602,602,602,9,19606,2261,1,615,0.2715
603,603,603,11,22194,1652,1,723,0.1556
604,604,604,18,37754,16405,0,850,0.1634
605,605,605,9,14494,10534,0,813,0.253
606,606,606,15,36345,29783,0,835,0.1682
607,607,607,22,841,423,0,783,0.2691
608,608,608,18,19126,18795,0,812,0.2595
609,609,609,8,5392,2205,0,828,0.2485
